,PDB_File,Salt_Bridge_Count
142,mpnn_ecoli/AF-P11446-F1-model_v4_mpnn_0001.pdb,8
143,mpnn_ecoli/AF-P45424-F1-model_v4_mpnn_0001.pdb,5
144,mpnn_ecoli/AF-A7ZKR7-F1-model_v4_mpnn_0001.pdb,12
145,mpnn_ecoli/AF-P76308-F1-model_v4_mpnn_0001.pdb,0
146,mpnn_ecoli/AF-P33020-F1-model_v4_mpnn_0001.pdb,16
147,mpnn_ecoli/AF-P40719-F1-model_v4_mpnn_0001.pdb,11
148,mpnn_ecoli/AF-P52073-F1-model_v4_mpnn_0001.pdb,13
149,mpnn_ecoli/AF-P77580-F1-model_v4_mpnn_0001.pdb,7
150,mpnn_ecoli/AF-P76341-F1-model_v4_mpnn_0001.pdb,3
151,mpnn_ecoli/AF-P07010-F1-model_v4_mpnn_0001.pdb,3
152,mpnn_ecoli/AF-P05853-F1-model_v4_mpnn_0001.pdb,7
153,mpnn_ecoli/AF-Q9LA60-F1-model_v4_mpnn_0001.pdb,8
154,mpnn_ecoli/AF-P0AF08-F1-model_v4_mpnn_0001.pdb,7
155,mpnn_ecoli/AF-P0ACZ2-F1-model_v4_mpnn_0001.pdb,4
156,mpnn_ecoli/AF-P42626-F1-model_v4_mpnn_0001.pdb,10
157,mpnn_ecoli/AF-P76535-F1-model_v4_mpnn_0001.pdb,7
158,mpnn_ecoli/AF-P00804-F1-model_v4_mpnn_0001.pdb,3
159,mpnn_ecoli/AF-P0A7S9-F1-model_v4_mpnn_0001.pdb,2
160,mpnn_ecoli/AF-P0AFF2-F1-model_v4_mpnn_0001.pdb,4
161,mpnn_ecoli/AF-P77626-F1-model_v4_mpnn_0001.pdb,3
162,mpnn_ecoli/AF-P76192-F1-model_v4_mpnn_0001.pdb,23
163,mpnn_ecoli/AF-P77619-F1-model_v4_mpnn_0001.pdb,18
164,mpnn_ecoli/AF-P20083-F1-model_v4_mpnn_0001.pdb,21
165,mpnn_ecoli/AF-P31443-F1-model_v4_mpnn_0001.pdb,3
166,mpnn_ecoli/AF-A7ZLX3-F1-model_v4_mpnn_0001.pdb,7
167,mpnn_ecoli/AF-P08178-F1-model_v4_mpnn_0001.pdb,7
168,mpnn_ecoli/AF-P77688-F1-model_v4_mpnn_0001.pdb,2
169,mpnn_ecoli/AF-P0AAL9-F1-model_v4_mpnn_0001.pdb,5
170,mpnn_ecoli/AF-P76106-F1-model_v4_mpnn_0001.pdb,3
171,mpnn_ecoli/AF-P76422-F1-model_v4_mpnn_0001.pdb,8
172,mpnn_ecoli/AF-Q79EC5-F1-model_v4_mpnn_0001.pdb,4
173,mpnn_ecoli/AF-P0AGK1-F1-model_v4_mpnn_0001.pdb,3
174,mpnn_ecoli/AF-P37746-F1-model_v4_mpnn_0001.pdb,7
175,mpnn_ecoli/AF-Q79E92-F1-model_v4_mpnn_0001.pdb,5
176,mpnn_ecoli/AF-P32711-F1-model_v4_mpnn_0001.pdb,4
177,mpnn_ecoli/AF-O82922-F1-model_v4_mpnn_0001.pdb,4
178,mpnn_ecoli/AF-P26837-F1-model_v4_mpnn_0001.pdb,2
179,mpnn_ecoli/AF-P64432-F1-model_v4_mpnn_0001.pdb,3
180,mpnn_ecoli/AF-P25519-F1-model_v4_mpnn_0001.pdb,13
181,mpnn_ecoli/AF-P32166-F1-model_v4_mpnn_0001.pdb,8
182,mpnn_ecoli/AF-P02930-F1-model_v4_mpnn_0001.pdb,17
183,mpnn_ecoli/AF-P69503-F1-model_v4_mpnn_0001.pdb,8
184,mpnn_ecoli/AF-A7ZPR6-F1-model_v4_mpnn_0001.pdb,2
185,mpnn_ecoli/AF-P0A944-F1-model_v4_mpnn_0001.pdb,4
186,mpnn_ecoli/AF-P39267-F1-model_v4_mpnn_0001.pdb,11
187,mpnn_ecoli/AF-C1P612-F1-model_v4_mpnn_0001.pdb,4
188,mpnn_ecoli/AF-P77721-F1-model_v4_mpnn_0001.pdb,7
189,mpnn_ecoli/AF-P30147-F1-model_v4_mpnn_0001.pdb,13
190,mpnn_ecoli/AF-P32143-F1-model_v4_mpnn_0001.pdb,15
191,mpnn_ecoli/AF-P32715-F1-model_v4_mpnn_0001.pdb,21
192,mpnn_ecoli/AF-Q8X5L0-F1-model_v4_mpnn_0001.pdb,2
193,mpnn_ecoli/AF-P28861-F1-model_v4_mpnn_0001.pdb,7
194,mpnn_ecoli/AF-P52076-F1-model_v4_mpnn_0001.pdb,14
195,mpnn_ecoli/AF-Q46796-F1-model_v4_mpnn_0001.pdb,2
196,mpnn_ecoli/AF-P0A6J1-F1-model_v4_mpnn_0001.pdb,8
197,mpnn_ecoli/AF-P0A766-F1-model_v4_mpnn_0001.pdb,2
198,mpnn_ecoli/AF-P37623-F1-model_v4_mpnn_0001.pdb,3
199,mpnn_ecoli/AF-P22106-F1-model_v4_mpnn_0001.pdb,15
200,mpnn_ecoli/AF-P25746-F1-model_v4_mpnn_0001.pdb,1
201,mpnn_ecoli/AF-P33362-F1-model_v4_mpnn_0001.pdb,12
202,mpnn_ecoli/AF-P76049-F1-model_v4_mpnn_0001.pdb,11
203,mpnn_ecoli/AF-A7ZU51-F1-model_v4_mpnn_0001.pdb,30
204,mpnn_ecoli/AF-P68651-F1-model_v4_mpnn_0001.pdb,3
205,mpnn_ecoli/AF-P42619-F1-model_v4_mpnn_0001.pdb,0
206,mpnn_ecoli/AF-P0AC94-F1-model_v4_mpnn_0001.pdb,10
207,mpnn_ecoli/AF-P64622-F1-model_v4_mpnn_0001.pdb,3
208,mpnn_ecoli/AF-P69346-F1-model_v4_mpnn_0001.pdb,1
209,mpnn_ecoli/AF-P75863-F1-model_v4_mpnn_0001.pdb,16
210,mpnn_ecoli/AF-P0AF48-F1-model_v4_mpnn_0001.pdb,1
211,mpnn_ecoli/AF-P05835-F1-model_v4_mpnn_0001.pdb,5
212,mpnn_ecoli/AF-P0AAT6-F1-model_v4_mpnn_0001.pdb,5
213,mpnn_ecoli/AF-P0AB65-F1-model_v4_mpnn_0001.pdb,1
214,mpnn_ecoli/AF-P52119-F1-model_v4_mpnn_0001.pdb,3
215,mpnn_ecoli/AF-P32171-F1-model_v4_mpnn_0001.pdb,12
216,mpnn_ecoli/AF-Q47138-F1-model_v4_mpnn_0001.pdb,8
217,mpnn_ecoli/AF-P0AAT4-F1-model_v4_mpnn_0001.pdb,13
218,mpnn_ecoli/AF-P0AAA9-F1-model_v4_mpnn_0001.pdb,7
219,mpnn_ecoli/AF-P77788-F1-model_v4_mpnn_0001.pdb,12
220,mpnn_ecoli/AF-P50194-F1-model_v4_mpnn_0001.pdb,12
221,mpnn_ecoli/AF-P43671-F1-model_v4_mpnn_0001.pdb,12
222,mpnn_ecoli/AF-P0ACS2-F1-model_v4_mpnn_0001.pdb,3
223,mpnn_ecoli/AF-P30852-F1-model_v4_mpnn_0001.pdb,7
224,mpnn_ecoli/AF-P76057-F1-model_v4_mpnn_0001.pdb,3
225,mpnn_ecoli/AF-P76484-F1-model_v4_mpnn_0001.pdb,6
226,mpnn_ecoli/AF-P0ABK7-F1-model_v4_mpnn_0001.pdb,3
227,mpnn_ecoli/AF-P0AA16-F1-model_v4_mpnn_0001.pdb,7
228,mpnn_ecoli/AF-P0AC28-F1-model_v4_mpnn_0001.pdb,13
229,mpnn_ecoli/AF-P76068-F1-model_v4_mpnn_0001.pdb,0
230,mpnn_ecoli/AF-P21170-F1-model_v4_mpnn_0001.pdb,18
231,mpnn_ecoli/AF-P75906-F1-model_v4_mpnn_0001.pdb,18
232,mpnn_ecoli/AF-Q46908-F1-model_v4_mpnn_0001.pdb,5
233,mpnn_ecoli/AF-P0AE08-F1-model_v4_mpnn_0001.pdb,3
234,mpnn_ecoli/AF-P75798-F1-model_v4_mpnn_0001.pdb,7
235,mpnn_ecoli/AF-P75684-F1-model_v4_mpnn_0001.pdb,4
236,mpnn_ecoli/AF-P32696-F1-model_v4_mpnn_0001.pdb,2
237,mpnn_ecoli/AF-P0A9N8-F1-model_v4_mpnn_0001.pdb,3
238,mpnn_ecoli/AF-P22708-F1-model_v4_mpnn_0001.pdb,22
239,mpnn_ecoli/AF-P31057-F1-model_v4_mpnn_0001.pdb,6
240,mpnn_ecoli/AF-Q9EXN6-F1-model_v4_mpnn_0001.pdb,8
241,mpnn_ecoli/AF-P36881-F1-model_v4_mpnn_0001.pdb,3
242,mpnn_ecoli/AF-P76639-F1-model_v4_mpnn_0001.pdb,6
243,mpnn_ecoli/AF-P76224-F1-model_v4_mpnn_0001.pdb,7
244,mpnn_ecoli/AF-P0ACR0-F1-model_v4_mpnn_0001.pdb,3
245,mpnn_ecoli/AF-P39165-F1-model_v4_mpnn_0001.pdb,15
246,mpnn_ecoli/AF-P24077-F1-model_v4_mpnn_0001.pdb,0
247,mpnn_ecoli/AF-D3GS80-F1-model_v4_mpnn_0001.pdb,18
248,mpnn_ecoli/AF-P75810-F1-model_v4_mpnn_0001.pdb,3
249,mpnn_ecoli/AF-P12281-F1-model_v4_mpnn_0001.pdb,11
250,mpnn_ecoli/AF-P75870-F1-model_v4_mpnn_0001.pdb,15
251,mpnn_ecoli/AF-P0ACR9-F1-model_v4_mpnn_0001.pdb,4
252,mpnn_ecoli/AF-P46000-F1-model_v4_mpnn_0001.pdb,26
253,mpnn_ecoli/AF-Q46927-F1-model_v4_mpnn_0001.pdb,12
254,mpnn_ecoli/AF-P37744-F1-model_v4_mpnn_0001.pdb,5
255,mpnn_ecoli/AF-P25740-F1-model_v4_mpnn_0001.pdb,11
256,mpnn_ecoli/AF-P0AF61-F1-model_v4_mpnn_0001.pdb,1
257,mpnn_ecoli/AF-P0ADV1-F1-model_v4_mpnn_0001.pdb,3
258,mpnn_ecoli/AF-A5A619-F1-model_v4_mpnn_0001.pdb,1
259,mpnn_ecoli/AF-P17315-F1-model_v4_mpnn_0001.pdb,33
260,mpnn_ecoli/AF-P67699-F1-model_v4_mpnn_0001.pdb,2
261,mpnn_ecoli/AF-B7MMH5-F1-model_v4_mpnn_0001.pdb,12
262,mpnn_ecoli/AF-P0DN74-F1-model_v4_mpnn_0001.pdb,1
263,mpnn_ecoli/AF-P13430-F1-model_v4_mpnn_0001.pdb,3
264,mpnn_ecoli/AF-P0A8W5-F1-model_v4_mpnn_0001.pdb,4
265,mpnn_ecoli/AF-P33590-F1-model_v4_mpnn_0001.pdb,21
266,mpnn_ecoli/AF-Q46942-F1-model_v4_mpnn_0001.pdb,6
267,mpnn_ecoli/AF-P0ACP7-F1-model_v4_mpnn_0001.pdb,9
268,mpnn_ecoli/AF-P38052-F1-model_v4_mpnn_0001.pdb,1
269,mpnn_ecoli/AF-P46068-F1-model_v4_mpnn_0001.pdb,7
270,mpnn_ecoli/AF-P06986-F1-model_v4_mpnn_0001.pdb,10
271,mpnn_ecoli/AF-P69924-F1-model_v4_mpnn_0001.pdb,11
272,mpnn_ecoli/AF-P45956-F1-model_v4_mpnn_0001.pdb,3
273,mpnn_ecoli/AF-A0A0H2VBH0-F1-model_v4_mpnn_0001.pdb,20
274,mpnn_ecoli/AF-P0AB61-F1-model_v4_mpnn_0001.pdb,0
275,mpnn_ecoli/AF-P0A8C1-F1-model_v4_mpnn_0001.pdb,2
276,mpnn_ecoli/AF-P31469-F1-model_v4_mpnn_0001.pdb,3
277,mpnn_ecoli/AF-P13972-F1-model_v4_mpnn_0001.pdb,0
278,mpnn_ecoli/AF-P75821-F1-model_v4_mpnn_0001.pdb,9
279,mpnn_ecoli/AF-Q8XBY4-F1-model_v4_mpnn_0001.pdb,21
280,mpnn_ecoli/AF-P77390-F1-model_v4_mpnn_0001.pdb,14
281,mpnn_ecoli/AF-A1AC35-F1-model_v4_mpnn_0001.pdb,3
282,mpnn_ecoli/AF-P0AAI9-F1-model_v4_mpnn_0001.pdb,5
283,mpnn_ecoli/AF-P52129-F1-model_v4_mpnn_0001.pdb,8
284,mpnn_ecoli/AF-P11072-F1-model_v4_mpnn_0001.pdb,14
285,mpnn_ecoli/AF-P0ABR7-F1-model_v4_mpnn_0001.pdb,12
286,mpnn_ecoli/AF-P0AEK4-F1-model_v4_mpnn_0001.pdb,9
287,mpnn_ecoli/AF-P23917-F1-model_v4_mpnn_0001.pdb,7
288,mpnn_ecoli/AF-P0AFX0-F1-model_v4_mpnn_0001.pdb,3
289,mpnn_ecoli/AF-P0A7U3-F1-model_v4_mpnn_0001.pdb,1
290,mpnn_ecoli/AF-P69741-F1-model_v4_mpnn_0001.pdb,5
291,mpnn_ecoli/AF-P52612-F1-model_v4_mpnn_0001.pdb,20
292,mpnn_ecoli/AF-P31600-F1-model_v4_mpnn_0001.pdb,23
293,mpnn_ecoli/AF-P69789-F1-model_v4_mpnn_0001.pdb,3
294,mpnn_ecoli/AF-P02359-F1-model_v4_mpnn_0001.pdb,4
295,mpnn_ecoli/AF-P0AD57-F1-model_v4_mpnn_0001.pdb,8
296,mpnn_ecoli/AF-P33347-F1-model_v4_mpnn_0001.pdb,1
297,mpnn_ecoli/AF-P03061-F1-model_v4_mpnn_0001.pdb,2
298,mpnn_ecoli/AF-P22523-F1-model_v4_mpnn_0001.pdb,55
299,mpnn_ecoli/AF-P52106-F1-model_v4_mpnn_0001.pdb,8
300,mpnn_ecoli/AF-P36659-F1-model_v4_mpnn_0001.pdb,8
301,mpnn_ecoli/AF-P0AAS5-F1-model_v4_mpnn_0001.pdb,8
302,mpnn_ecoli/AF-P30014-F1-model_v4_mpnn_0001.pdb,6
303,mpnn_ecoli/AF-P0AE30-F1-model_v4_mpnn_0001.pdb,2
304,mpnn_ecoli/AF-P0A800-F1-model_v4_mpnn_0001.pdb,6
305,mpnn_ecoli/AF-P37665-F1-model_v4_mpnn_0001.pdb,3
306,mpnn_ecoli/AF-P60716-F1-model_v4_mpnn_0001.pdb,13
307,mpnn_ecoli/AF-P71243-F1-model_v4_mpnn_0001.pdb,18
308,mpnn_ecoli/AF-P0ADD9-F1-model_v4_mpnn_0001.pdb,1
309,mpnn_ecoli/AF-P14542-F1-model_v4_mpnn_0001.pdb,29
310,mpnn_ecoli/AF-P76164-F1-model_v4_mpnn_0001.pdb,0
311,mpnn_ecoli/AF-P32677-F1-model_v4_mpnn_0001.pdb,7
312,mpnn_ecoli/AF-Q2EES1-F1-model_v4_mpnn_0001.pdb,1
313,mpnn_ecoli/AF-P76149-F1-model_v4_mpnn_0001.pdb,20
314,mpnn_ecoli/AF-P0A6I0-F1-model_v4_mpnn_0001.pdb,5
315,mpnn_ecoli/AF-P39334-F1-model_v4_mpnn_0001.pdb,3
316,mpnn_ecoli/AF-P64474-F1-model_v4_mpnn_0001.pdb,4
317,mpnn_ecoli/AF-P0AGD7-F1-model_v4_mpnn_0001.pdb,14
318,mpnn_ecoli/AF-P77249-F1-model_v4_mpnn_0001.pdb,1
319,mpnn_ecoli/AF-P63204-F1-model_v4_mpnn_0001.pdb,1
320,mpnn_ecoli/AF-P0AG40-F1-model_v4_mpnn_0001.pdb,10
321,mpnn_ecoli/AF-P42625-F1-model_v4_mpnn_0001.pdb,1
322,mpnn_ecoli/AF-P0A738-F1-model_v4_mpnn_0001.pdb,4
323,mpnn_ecoli/AF-P21365-F1-model_v4_mpnn_0001.pdb,5
324,mpnn_ecoli/AF-P68655-F1-model_v4_mpnn_0001.pdb,3
325,mpnn_ecoli/AF-P76515-F1-model_v4_mpnn_0001.pdb,7
326,mpnn_ecoli/AF-C1P603-F1-model_v4_mpnn_0001.pdb,1
327,mpnn_ecoli/AF-P0AB55-F1-model_v4_mpnn_0001.pdb,7
328,mpnn_ecoli/AF-P0A832-F1-model_v4_mpnn_0001.pdb,8
329,mpnn_ecoli/AF-P36649-F1-model_v4_mpnn_0001.pdb,18
330,mpnn_ecoli/AF-Q9S142-F1-model_v4_mpnn_0001.pdb,19
331,mpnn_ecoli/AF-P76389-F1-model_v4_mpnn_0001.pdb,23
