,PDB_File,Salt_Bridge_Count
204,ecoli_AF_filtered/AF-P77368-F1-model_v4.pdb,8
205,ecoli_AF_filtered/AF-P18957-F1-model_v4.pdb,9
206,ecoli_AF_filtered/AF-P0A9J8-F1-model_v4.pdb,20
207,ecoli_AF_filtered/AF-P76503-F1-model_v4.pdb,25
208,ecoli_AF_filtered/AF-P76521-F1-model_v4.pdb,0
209,ecoli_AF_filtered/AF-P67661-F1-model_v4.pdb,23
210,ecoli_AF_filtered/AF-A1AE45-F1-model_v4.pdb,20
211,ecoli_AF_filtered/AF-P31475-F1-model_v4.pdb,8
212,ecoli_AF_filtered/AF-P37641-F1-model_v4.pdb,15
213,ecoli_AF_filtered/AF-P0ACP7-F1-model_v4.pdb,19
214,ecoli_AF_filtered/AF-P45848-F1-model_v4.pdb,23
215,ecoli_AF_filtered/AF-P24186-F1-model_v4.pdb,16
216,ecoli_AF_filtered/AF-P46000-F1-model_v4.pdb,36
217,ecoli_AF_filtered/AF-P15723-F1-model_v4.pdb,50
218,ecoli_AF_filtered/AF-P15288-F1-model_v4.pdb,28
219,ecoli_AF_filtered/AF-B1LPB5-F1-model_v4.pdb,8
220,ecoli_AF_filtered/AF-P03817-F1-model_v4.pdb,4
221,ecoli_AF_filtered/AF-Q46863-F1-model_v4.pdb,29
222,ecoli_AF_filtered/AF-P67244-F1-model_v4.pdb,2
223,ecoli_AF_filtered/AF-P63224-F1-model_v4.pdb,15
224,ecoli_AF_filtered/AF-P45769-F1-model_v4.pdb,15
225,ecoli_AF_filtered/AF-P25448-F1-model_v4.pdb,16
226,ecoli_AF_filtered/AF-P13458-F1-model_v4.pdb,59
227,ecoli_AF_filtered/AF-P40711-F1-model_v4.pdb,3
228,ecoli_AF_filtered/AF-P76164-F1-model_v4.pdb,1
229,ecoli_AF_filtered/AF-P76165-F1-model_v4.pdb,8
230,ecoli_AF_filtered/AF-P0DTF2-F1-model_v4.pdb,31
231,ecoli_AF_filtered/AF-Q8XAC3-F1-model_v4.pdb,32
232,ecoli_AF_filtered/AF-P77306-F1-model_v4.pdb,29
233,ecoli_AF_filtered/AF-P75969-F1-model_v4.pdb,26
234,ecoli_AF_filtered/AF-P09127-F1-model_v4.pdb,23
235,ecoli_AF_filtered/AF-P0A9W9-F1-model_v4.pdb,14
236,ecoli_AF_filtered/AF-P23839-F1-model_v4.pdb,22
237,ecoli_AF_filtered/AF-P38392-F1-model_v4.pdb,5
238,ecoli_AF_filtered/AF-P45799-F1-model_v4.pdb,14
239,ecoli_AF_filtered/AF-P37757-F1-model_v4.pdb,21
240,ecoli_AF_filtered/AF-P45394-F1-model_v4.pdb,5
241,ecoli_AF_filtered/AF-P0A6W3-F1-model_v4.pdb,9
242,ecoli_AF_filtered/AF-P0A6Q3-F1-model_v4.pdb,12
243,ecoli_AF_filtered/AF-Q46851-F1-model_v4.pdb,24
244,ecoli_AF_filtered/AF-P0A7Z4-F1-model_v4.pdb,20
245,ecoli_AF_filtered/AF-A7ZKV2-F1-model_v4.pdb,7
246,ecoli_AF_filtered/AF-P21189-F1-model_v4.pdb,57
247,ecoli_AF_filtered/AF-P23877-F1-model_v4.pdb,5
248,ecoli_AF_filtered/AF-P09378-F1-model_v4.pdb,12
249,ecoli_AF_filtered/AF-P29012-F1-model_v4.pdb,11
250,ecoli_AF_filtered/AF-P0AG63-F1-model_v4.pdb,3
251,ecoli_AF_filtered/AF-P69806-F1-model_v4.pdb,11
252,ecoli_AF_filtered/AF-P19931-F1-model_v4.pdb,5
253,ecoli_AF_filtered/AF-P33596-F1-model_v4.pdb,18
254,ecoli_AF_filtered/AF-P0AGC3-F1-model_v4.pdb,38
255,ecoli_AF_filtered/AF-P0AC94-F1-model_v4.pdb,4
256,ecoli_AF_filtered/AF-P0AC75-F1-model_v4.pdb,14
257,ecoli_AF_filtered/AF-P77468-F1-model_v4.pdb,30
258,ecoli_AF_filtered/AF-P39368-F1-model_v4.pdb,10
259,ecoli_AF_filtered/AF-P15770-F1-model_v4.pdb,11
260,ecoli_AF_filtered/AF-P33784-F1-model_v4.pdb,6
261,ecoli_AF_filtered/AF-P32717-F1-model_v4.pdb,49
262,ecoli_AF_filtered/AF-P25736-F1-model_v4.pdb,15
263,ecoli_AF_filtered/AF-P05528-F1-model_v4.pdb,2
264,ecoli_AF_filtered/AF-P0ADI9-F1-model_v4.pdb,0
265,ecoli_AF_filtered/AF-P17952-F1-model_v4.pdb,30
266,ecoli_AF_filtered/AF-P0A6Z6-F1-model_v4.pdb,2
267,ecoli_AF_filtered/AF-P21320-F1-model_v4.pdb,3
268,ecoli_AF_filtered/AF-P39830-F1-model_v4.pdb,14
269,ecoli_AF_filtered/AF-P76394-F1-model_v4.pdb,12
270,ecoli_AF_filtered/AF-P06129-F1-model_v4.pdb,41
271,ecoli_AF_filtered/AF-P0AEB5-F1-model_v4.pdb,8
272,ecoli_AF_filtered/AF-P77434-F1-model_v4.pdb,30
273,ecoli_AF_filtered/AF-P0A6T9-F1-model_v4.pdb,3
274,ecoli_AF_filtered/AF-P27253-F1-model_v4.pdb,43
275,ecoli_AF_filtered/AF-P45469-F1-model_v4.pdb,7
276,ecoli_AF_filtered/AF-P0A8D6-F1-model_v4.pdb,5
277,ecoli_AF_filtered/AF-P76584-F1-model_v4.pdb,10
278,ecoli_AF_filtered/AF-P45425-F1-model_v4.pdb,7
279,ecoli_AF_filtered/AF-P76092-F1-model_v4.pdb,43
280,ecoli_AF_filtered/AF-P0ABV6-F1-model_v4.pdb,5
281,ecoli_AF_filtered/AF-P17998-F1-model_v4.pdb,40
282,ecoli_AF_filtered/AF-P0A7T7-F1-model_v4.pdb,2
283,ecoli_AF_filtered/AF-P41441-F1-model_v4.pdb,13
284,ecoli_AF_filtered/AF-P02987-F1-model_v4.pdb,0
285,ecoli_AF_filtered/AF-P69348-F1-model_v4.pdb,7
286,ecoli_AF_filtered/AF-Q47141-F1-model_v4.pdb,14
287,ecoli_AF_filtered/AF-P33607-F1-model_v4.pdb,8
288,ecoli_AF_filtered/AF-P00484-F1-model_v4.pdb,15
289,ecoli_AF_filtered/AF-P0AE82-F1-model_v4.pdb,21
290,ecoli_AF_filtered/AF-P0ACU5-F1-model_v4.pdb,18
291,ecoli_AF_filtered/AF-P0A8X0-F1-model_v4.pdb,15
292,ecoli_AF_filtered/AF-P76502-F1-model_v4.pdb,7
293,ecoli_AF_filtered/AF-P77437-F1-model_v4.pdb,9
294,ecoli_AF_filtered/AF-P03052-F1-model_v4.pdb,6
295,ecoli_AF_filtered/AF-P22523-F1-model_v4.pdb,98
296,ecoli_AF_filtered/AF-P33602-F1-model_v4.pdb,63
297,ecoli_AF_filtered/AF-P0A7N4-F1-model_v4.pdb,0
298,ecoli_AF_filtered/AF-P0A7L0-F1-model_v4.pdb,9
299,ecoli_AF_filtered/AF-P0A8N0-F1-model_v4.pdb,5
300,ecoli_AF_filtered/AF-P0A6K6-F1-model_v4.pdb,33
301,ecoli_AF_filtered/AF-C1P609-F1-model_v4.pdb,0
302,ecoli_AF_filtered/AF-P77552-F1-model_v4.pdb,11
303,ecoli_AF_filtered/AF-P37177-F1-model_v4.pdb,57
304,ecoli_AF_filtered/AF-P75884-F1-model_v4.pdb,11
305,ecoli_AF_filtered/AF-P0A7G6-F1-model_v4.pdb,20
306,ecoli_AF_filtered/AF-P0AB10-F1-model_v4.pdb,7
307,ecoli_AF_filtered/AF-A1ACT2-F1-model_v4.pdb,7
308,ecoli_AF_filtered/AF-P10027-F1-model_v4.pdb,0
309,ecoli_AF_filtered/AF-P76518-F1-model_v4.pdb,17
310,ecoli_AF_filtered/AF-P31135-F1-model_v4.pdb,2
311,ecoli_AF_filtered/AF-P76027-F1-model_v4.pdb,16
312,ecoli_AF_filtered/AF-P08180-F1-model_v4.pdb,5
313,ecoli_AF_filtered/AF-P09980-F1-model_v4.pdb,51
314,ecoli_AF_filtered/AF-P42625-F1-model_v4.pdb,0
315,ecoli_AF_filtered/AF-P05827-F1-model_v4.pdb,20
316,ecoli_AF_filtered/AF-P21345-F1-model_v4.pdb,9
317,ecoli_AF_filtered/AF-P76553-F1-model_v4.pdb,13
318,ecoli_AF_filtered/AF-P37019-F1-model_v4.pdb,11
319,ecoli_AF_filtered/AF-P21829-F1-model_v4.pdb,15
320,ecoli_AF_filtered/AF-P42907-F1-model_v4.pdb,19
321,ecoli_AF_filtered/AF-P33195-F1-model_v4.pdb,56
322,ecoli_AF_filtered/AF-P0A8Q0-F1-model_v4.pdb,3
323,ecoli_AF_filtered/AF-P0CB62-F1-model_v4.pdb,0
324,ecoli_AF_filtered/AF-P77682-F1-model_v4.pdb,0
325,ecoli_AF_filtered/AF-P02919-F1-model_v4.pdb,40
326,ecoli_AF_filtered/AF-P0AEQ3-F1-model_v4.pdb,12
327,ecoli_AF_filtered/AF-P00960-F1-model_v4.pdb,19
328,ecoli_AF_filtered/AF-P0A6S5-F1-model_v4.pdb,5
329,ecoli_AF_filtered/AF-P39364-F1-model_v4.pdb,7
330,ecoli_AF_filtered/AF-P28248-F1-model_v4.pdb,16
331,ecoli_AF_filtered/AF-P52043-F1-model_v4.pdb,30
332,ecoli_AF_filtered/AF-P76546-F1-model_v4.pdb,3
333,ecoli_AF_filtered/AF-P0CK94-F1-model_v4.pdb,8
334,ecoli_AF_filtered/AF-Q46911-F1-model_v4.pdb,29
335,ecoli_AF_filtered/AF-P0ADL6-F1-model_v4.pdb,1
336,ecoli_AF_filtered/AF-P46852-F1-model_v4.pdb,16
337,ecoli_AF_filtered/AF-P33011-F1-model_v4.pdb,5
338,ecoli_AF_filtered/AF-P0ABW0-F1-model_v4.pdb,5
339,ecoli_AF_filtered/AF-P23186-F1-model_v4.pdb,14
340,ecoli_AF_filtered/AF-P68183-F1-model_v4.pdb,4
341,ecoli_AF_filtered/AF-P0A879-F1-model_v4.pdb,27
342,ecoli_AF_filtered/AF-P75948-F1-model_v4.pdb,10
343,ecoli_AF_filtered/AF-P77690-F1-model_v4.pdb,22
344,ecoli_AF_filtered/AF-P0A6J5-F1-model_v4.pdb,32
345,ecoli_AF_filtered/AF-P05789-F1-model_v4.pdb,32
346,ecoli_AF_filtered/AF-P0A9H3-F1-model_v4.pdb,45
347,ecoli_AF_filtered/AF-P68655-F1-model_v4.pdb,3
348,ecoli_AF_filtered/AF-P0ADR2-F1-model_v4.pdb,0
349,ecoli_AF_filtered/AF-P77658-F1-model_v4.pdb,9
350,ecoli_AF_filtered/AF-P25524-F1-model_v4.pdb,28
351,ecoli_AF_filtered/AF-A5A614-F1-model_v4.pdb,1
352,ecoli_AF_filtered/AF-P76280-F1-model_v4.pdb,3
353,ecoli_AF_filtered/AF-A1AC77-F1-model_v4.pdb,3
354,ecoli_AF_filtered/AF-P45552-F1-model_v4.pdb,20
355,ecoli_AF_filtered/AF-P06986-F1-model_v4.pdb,13
356,ecoli_AF_filtered/AF-P77309-F1-model_v4.pdb,19
357,ecoli_AF_filtered/AF-P0AAG5-F1-model_v4.pdb,18
358,ecoli_AF_filtered/AF-P0AAL0-F1-model_v4.pdb,4
359,ecoli_AF_filtered/AF-Q46841-F1-model_v4.pdb,6
360,ecoli_AF_filtered/AF-P0AF50-F1-model_v4.pdb,6
361,ecoli_AF_filtered/AF-P77789-F1-model_v4.pdb,5
362,ecoli_AF_filtered/AF-Q46927-F1-model_v4.pdb,10
363,ecoli_AF_filtered/AF-P0ABL8-F1-model_v4.pdb,5
364,ecoli_AF_filtered/AF-P0A9W0-F1-model_v4.pdb,11
365,ecoli_AF_filtered/AF-A1AGI2-F1-model_v4.pdb,2
366,ecoli_AF_filtered/AF-Q46796-F1-model_v4.pdb,3
367,ecoli_AF_filtered/AF-P76471-F1-model_v4.pdb,10
368,ecoli_AF_filtered/AF-P28246-F1-model_v4.pdb,4
369,ecoli_AF_filtered/AF-P46853-F1-model_v4.pdb,30
370,ecoli_AF_filtered/AF-P19932-F1-model_v4.pdb,14
371,ecoli_AF_filtered/AF-P31453-F1-model_v4.pdb,13
372,ecoli_AF_filtered/AF-P0DUM3-F1-model_v4.pdb,0
373,ecoli_AF_filtered/AF-P76123-F1-model_v4.pdb,7
374,ecoli_AF_filtered/AF-P0AFP9-F1-model_v4.pdb,13
375,ecoli_AF_filtered/AF-P0ADU7-F1-model_v4.pdb,2
376,ecoli_AF_filtered/AF-P27245-F1-model_v4.pdb,8
377,ecoli_AF_filtered/AF-Q5JBG6-F1-model_v4.pdb,11
378,ecoli_AF_filtered/AF-Q6E7F4-F1-model_v4.pdb,25
379,ecoli_AF_filtered/AF-P0A8Y5-F1-model_v4.pdb,18
380,ecoli_AF_filtered/AF-Q47158-F1-model_v4.pdb,12
381,ecoli_AF_filtered/AF-P76632-F1-model_v4.pdb,8
382,ecoli_AF_filtered/AF-Q60216-F1-model_v4.pdb,29
383,ecoli_AF_filtered/AF-P77698-F1-model_v4.pdb,19
384,ecoli_AF_filtered/AF-P77649-F1-model_v4.pdb,42
385,ecoli_AF_filtered/AF-P0A6C5-F1-model_v4.pdb,24
386,ecoli_AF_filtered/AF-P64534-F1-model_v4.pdb,4
